Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2006-01-02,2604.7,2658.65,2591.68,2658.65,14822116
2006-01-03,2666.81,2727.68,2662.27,2712.46,20960700
2006-01-04,2750.14,2791.3,2735.57,2791.3,22948596
2006-01-05,2793.63,2800.66,2773.12,2787.68,18082740
2006-01-06,2794.87,2838.57,2773.66,2815.84,20954744
2006-01-09,2848.66,2879.67,2797.37,2797.37,22216212
2006-01-10,2796.78,2807.66,2759.45,2759.45,16059518
2006-01-11,2791.24,2826.28,2782.07,2811.99,17284616
2006-01-12,2806.44,2807.2,2777.36,2795.03,13197111
2006-01-13,2753.64,2760.99,2738.65,2748.05,13270874
2006-01-16,2742.5,2800.87,2736.88,2797.05,13500326
2006-01-17,2793.37,2808.17,2776.95,2792.99,14326784
2006-01-18,2734.01,2774.45,2731.44,2771,9954206
2006-01-19,2790.31,2865.9,2787.78,2847.64,17665508
2006-01-20,2860.67,2882.22,2855.47,2870.61,13461621
2006-01-23,2826.98,2876.67,2810.31,2864.61,12622758
2006-01-24,2880.46,2901.14,2847.43,2867.93,14633975
2006-01-25,2904.59,2921.65,2885.15,2913.97,26588866
2006-01-26,2935.68,2935.68,2877.44,2884.27,17501428
2006-01-27,2901.03,2914.27,2857.21,2898.13,11576996
2006-01-30,2897.52,2910.88,2877.78,2898.38,7804766
2006-01-31,2878.85,2878.85,2766.13,2767.17,16496757
2006-02-01,2726.29,2787.94,2722.19,2785.1,11889880
2006-02-02,2809.57,2813.91,2771.99,2781.32,12453365
2006-02-03,2765.74,2774.5,2716.72,2723.5,10703971
2006-02-06,2741.6,2801.68,2741.6,2799.29,8625605
2006-02-07,2812.23,2817.83,2772.58,2814.18,8599434
2006-02-08,2778.02,2804.62,2744.06,2790.47,7871797
2006-02-09,2811.7,2824.66,2795.34,2802.02,8758296
2006-02-10,2791.2,2799.6,2747.44,2754.18,9347804
2006-02-13,2722.87,2762.82,2722.2,2730.77,8605026
2006-02-14,2756.37,2769.77,2741.31,2752.82,7872946
2006-02-15,2769.78,2776.04,2747.87,2776.04,8886666
2006-02-16,2776.05,2782.06,2725.75,2725.75,12858643
2006-02-17,2740.07,2823.39,2731.93,2821.13,17637644
2006-02-20,2839.78,2881.38,2828.85,2867.3,12864309
2006-02-21,2875.49,2877.39,2842.87,2858.71,10189110
2006-02-22,2861.57,2873.09,2842.63,2857.07,9005848
2006-02-23,2857.05,2874.2,2850.43,2860.78,12752919
2006-02-24,2864.73,2901.9,2857.22,2901.8,7952180
2006-02-27,2913.19,2925.66,2890.04,2915.96,20576676
2006-02-28,2850.35,2886.27,2778.52,2798.34,18530720
2006-03-01,2820.35,2843.93,2801.25,2837.41,17440836
2006-03-02,2849.35,2874.29,2828.85,2865.53,17568678
2006-03-03,2874.94,2879.74,2807.42,2847.66,16246359
2006-03-06,2850.35,2869.67,2829.07,2869.67,13656693
2006-03-07,2848.14,2848.14,2762.82,2804.38,19536056
2006-03-08,2796.59,2801.98,2717.86,2732.46,17125380
2006-03-09,2751.38,2765.47,2718.47,2738.72,15706684
2006-03-10,2738.25,2744.08,2682.35,2720.83,12769169
2006-03-13,2734.36,2741.92,2697.78,2722.28,8405066
2006-03-14,2708.73,2708.73,2681.39,2691.06,18704086
2006-03-15,2723.12,2756.31,2722.32,2735.89,16327592
2006-03-16,2752.07,2796.35,2744.19,2795.39,12797956
2006-03-17,2814.82,2845.53,2793.24,2793.24,27721860
2006-03-20,2797.79,2814.18,2782.77,2788.02,9325900
2006-03-21,2778.65,2789.66,2758.99,2768.75,9809593
2006-03-22,2742.81,2763.27,2726.71,2754.4,10920992
2006-03-23,2766.85,2799.27,2766.85,2798.73,9202766
2006-03-24,2819.79,2835.9,2806.13,2809.5,10374434
2006-03-27,2814.83,2835.9,2811.05,2835.9,7410427
2006-03-28,2834.35,2835.2,2792.3,2792.3,8837769
2006-03-29,2770.66,2789.17,2737.05,2789.17,10389190
2006-03-30,2815.34,2844.69,2812.46,2825.98,7131884
2006-03-31,2830.44,2839.7,2802.62,2826.28,5982534
2006-04-03,2824.04,2872.86,2821.21,2872.86,8976887
2006-04-04,2869.42,2878.8,2848.05,2878.8,7604157
2006-04-05,2891.48,2911.25,2859.11,2860.22,9665812
2006-04-06,2890.67,2895.97,2867.45,2881.9,14837300
2006-04-07,2900.45,2948.09,2898.17,2934.18,26174580
2006-04-10,2940.75,2957.11,2924.15,2947.68,18440304
2006-04-11,2943.22,2962.04,2914.3,2930.63,12875822
2006-04-12,2911.85,2957.83,2907.06,2957.83,18990700
2006-04-13,2965.05,3002.8,2964.64,2983,21824454
2006-04-18,3011.62,3056.88,3010.05,3039.78,16563371
2006-04-19,3085.73,3089.09,3017.73,3029.48,14930350
2006-04-20,3037.59,3106.95,3013.1,3106.95,20395620
2006-04-21,3066.29,3166.03,3044.78,3142.8,24021160
2006-04-24,3139.35,3197.96,3134.75,3185.76,15834084
2006-04-25,3179,3187.88,3140.07,3177.49,11546999
2006-04-26,3198.91,3218.92,3155.56,3218.92,19158168
2006-04-27,3229.01,3230.59,3098.11,3124.51,18426160
2006-04-28,3114.23,3155.12,3106.94,3150.3,13900152
2006-05-02,3142.69,3165.55,3138.12,3143.62,8383616
2006-05-04,3162.79,3214.51,3150.07,3210.31,16365896
2006-05-05,3243.23,3253.98,3191.88,3237.85,14072426
2006-05-08,3285.46,3297.13,3247.53,3282.41,12293222
2006-05-09,3262.57,3264.64,3216.04,3221.98,15212216
2006-05-10,3239.72,3246.32,3203.27,3208.71,12333683
2006-05-11,3241.79,3303.74,3228.99,3302.78,28310780
2006-05-12,3265.28,3276.62,3229.21,3253.65,12989149
2006-05-15,3212.14,3219.87,3126.41,3137.48,15538689
2006-05-16,3088.85,3130.49,3049.46,3120.45,27277376
2006-05-17,3137.13,3157.81,3018.57,3024.17,27428648
2006-05-18,2980.9,3032.96,2955.12,3011.51,18622644
2006-05-19,3035.72,3048.79,2969.45,2990.72,18523660
2006-05-22,2957.27,2960.18,2814.14,2824.16,22831068
2006-05-23,2813.92,2891.73,2713.17,2873.91,37428796
2006-05-24,2837.76,2887.13,2740.85,2756.46,23515456
2006-05-25,2752.41,2824.79,2675.06,2805.22,23802920
2006-05-26,2862.58,2873.89,2829.7,2841.4,20828914
2006-05-29,2877.62,2889.64,2821.01,2829.26,10470535
2006-05-30,2800.35,2805.37,2750.97,2789.34,11686876
2006-05-31,2724.55,2815.29,2718.28,2774.41,35254356
2006-06-01,2805.76,2819.98,2775.95,2799.79,12823411
2006-06-02,2845.77,2886.95,2839.58,2873.61,11597163
2006-06-05,2863.37,2924.01,2854.5,2894.2,8170017
2006-06-06,2848.13,2869.85,2810.14,2817.48,9666868
2006-06-07,2834.72,2838.63,2783.56,2811.24,15050190
2006-06-08,2739.39,2751.37,2703.34,2739.95,29780038
2006-06-09,2761.24,2776.4,2684.26,2700.02,15198122
2006-06-12,2676.23,2676.23,2575.05,2605.48,16966540
2006-06-13,2490.53,2540.24,2416.82,2511.61,34352776
2006-06-14,2520.34,2536.9,2440.98,2502.79,25098312
2006-06-16,2622.45,2633.34,2518.96,2518.96,20821094
2006-06-19,2557.04,2588.35,2532.19,2587.11,11268660
2006-06-20,2555.72,2614.04,2550.55,2584.13,15274148
2006-06-21,2590.78,2614.58,2548.73,2596.82,17290192
2006-06-22,2645.87,2658.27,2570.96,2570.96,17843748
2006-06-23,2576.26,2588.01,2543.33,2583.8,11224398
2006-06-26,2579.51,2629.33,2579.51,2629.33,13588047
2006-06-27,2646.35,2763.84,2641.64,2757.39,28985440
2006-06-28,2713.55,2812.12,2709.62,2812.12,40022936
2006-06-29,2820.31,2845.59,2785.64,2804.04,19988544
2006-06-30,2885.28,2894.29,2834.24,2850.78,20906488
2006-07-03,2862.79,2881.5,2819.92,2856.69,11669788
2006-07-04,2860.22,2889.44,2851.91,2871.67,24964272
2006-07-05,2840.16,2853.34,2795.79,2806.77,18195770
2006-07-06,2807.03,2896.41,2794.17,2896.41,20981292
2006-07-07,2898,2975.19,2881.03,2964.2,23965764
2006-07-10,2900.31,3033.4,2900.31,3005.18,33422022
2006-07-11,3012.03,3043.49,2967.88,2974.92,29908462
2006-07-12,3012.17,3068.79,3001.66,3025,18887052
2006-07-13,3001.73,3006.25,2877.19,2891.06,14143013
2006-07-14,2825.12,2906.49,2825.12,2880.16,14605025
2006-07-17,2883.73,2890.09,2819.75,2828.28,13824621
2006-07-18,2827.63,2892.63,2827.63,2878.48,13092442
2006-07-19,2883.98,2902.31,2858.5,2895.29,10216843
2006-07-20,2961.53,3011.72,2952.71,3004.13,24979184
2006-07-21,2977.96,3008.37,2968.36,2983.31,10182999
2006-07-24,2973.04,3002.85,2963,2994.89,9757922
2006-07-25,3012.95,3045.17,2989.56,3018.26,17782252
2006-07-26,3017.47,3046.23,2997.47,3033.93,15126343
2006-07-27,3068.78,3143.44,3057.34,3143.44,21805622
2006-07-28,3134.05,3163.23,3108.02,3148.35,19593160
2006-07-31,3153.52,3181.28,3121.98,3148.3,13683104
2006-08-01,3166.56,3169.48,3082.3,3084.27,18214240
2006-08-02,3086,3098.19,3020.79,3056.08,13468368
2006-08-03,3057.32,3057.32,2947.3,2955.16,20882004
2006-08-04,2969.96,3006.77,2934.23,2995.91,21597932
2006-08-07,2968.39,2983.1,2911.75,2965.33,14343229
2006-08-08,2972.23,2985.61,2941.49,2958.18,14561839
2006-08-09,2979.18,3035.26,2952.23,3029.45,24438570
2006-08-10,3008.68,3009.51,2938.75,2964.39,11075476
2006-08-11,2992.79,3012.29,2878.12,2878.12,18074788
2006-08-14,2897.44,2905.77,2869.64,2897.5,10529782
2006-08-16,2936.81,2956.65,2911.91,2939.12,16682300
2006-08-17,2946.51,2953.34,2897.54,2907.46,21379526
2006-08-18,2894.5,2928.21,2885.8,2922.5,15557793
2006-08-21,2921.24,2951.58,2906.86,2925.65,9570094
2006-08-22,2955.1,2960.14,2928.2,2948.99,9598101
2006-08-23,2949.91,2959.3,2933.12,2947.93,9770858
2006-08-24,2926.81,2938.22,2886.98,2895.41,10419687
2006-08-25,2906.94,2918.18,2843.46,2866.23,14443323
2006-08-28,2849.54,2867.02,2824.3,2852.26,6971142
2006-08-29,2871.37,2937.81,2871.37,2923.88,11001003
2006-08-30,2932.81,2978.1,2930.53,2961.22,15669412
2006-08-31,2981.3,2990.53,2916.59,2921.55,16319824
2006-09-01,2924.43,2942.5,2913,2930.92,10379873
2006-09-04,2959.08,3054.11,2947.27,3045.53,28662204
2006-09-05,3044.52,3072.05,3021.14,3061.69,15652972
2006-09-06,3055.3,3057.76,3002.47,3025.6,10196099
2006-09-07,3003.25,3003.25,2964.68,2983.49,11125184
2006-09-08,2991.74,3000.22,2939.94,2956.32,9440395
2006-09-11,2923.39,2948.75,2889.62,2927.27,9748290
2006-09-12,2925.13,2974.05,2898.73,2974.05,17856316
2006-09-13,2984.43,3016.11,2983.15,3003.09,36376700
2006-09-14,3011.47,3019.94,2959.06,2969.17,19763022
2006-09-15,2951.05,2962.7,2933.37,2962.7,46002648
2006-09-18,2982.23,3011.48,2955.86,2995.08,37698832
2006-09-19,2989.32,2990.95,2953.9,2969.01,14891275
2006-09-20,2949.8,2954.57,2906.53,2922.21,27363894
2006-09-21,2914.67,2937.97,2896.36,2902.87,13003029
2006-09-22,2870.9,2896.97,2845.44,2874.98,19707692
2006-09-25,2896.6,2903.71,2874.52,2899.49,17502072
2006-09-26,2918.03,2925.06,2895,2906.41,25750984
2006-09-27,2923.34,2923.85,2866.27,2884.37,19898626
2006-09-28,2886.49,2929.36,2886.09,2909.44,11820921
2006-09-29,2920.63,2924.15,2876.48,2879.55,16438811
2006-10-02,2900.44,2900.88,2857.11,2892.05,16285295
2006-10-03,2874.49,2901,2865.47,2876.96,11818209
2006-10-04,2864.34,2905.42,2852.41,2897.5,11169642
2006-10-05,2940.3,2957.91,2939.69,2955.31,19184400
2006-10-06,2951.89,2967.41,2940.09,2950.55,13248245
2006-10-09,2946.14,2988.76,2945.39,2988.76,9530235
2006-10-10,3008.98,3079.94,3007.6,3049.26,23171570
2006-10-11,3065.38,3076.57,3044.95,3061.35,19176010
2006-10-12,3049,3113.39,3045.25,3110.74,16517480
2006-10-13,3125.36,3146.76,3117.81,3137.92,21405364
2006-10-16,3137.5,3154,3106.33,3141.53,13886779
2006-10-17,3130.73,3143.96,3086.45,3086.45,21275434
2006-10-18,3097.32,3173.48,3084.58,3157.4,34338128
2006-10-19,3137.53,3167.15,3128.73,3167.15,16855708
2006-10-20,3185.99,3196.99,3109.03,3130.64,14859456
2006-10-23,3130.56,3138.65,3086.05,3114.46,16584728
2006-10-24,3114.7,3130.75,3096.21,3111.45,35523908
2006-10-25,3115.72,3132.77,3101.46,3128.06,52287608
2006-10-26,3173.99,3182.83,3143.8,3153.33,46692384
2006-10-27,3147.23,3152.38,3083.33,3103.79,28792630
2006-10-30,3073.42,3083.5,3053.31,3056.47,20144984
2006-10-31,3071.67,3092.64,3055.36,3065.05,25686660
2006-11-02,3050.01,3065.64,3029.3,3050.93,23183586
2006-11-03,3062.3,3083.54,3042.85,3081.57,17471944
2006-11-06,3097.47,3151.28,3088.49,3150.33,37695160
2006-11-07,3169.48,3216.98,3157.07,3207.26,32190452
2006-11-08,3195.71,3204.37,3167.45,3192.59,27037364
2006-11-09,3221.36,3243.85,3196.56,3196.56,34753984
2006-11-10,3182.08,3203.11,3147.06,3147.06,43882652
2006-11-13,3143.71,3171.53,3102.67,3147.14,34649184
2006-11-14,3159.75,3166.03,3116.07,3143.66,40199332
2006-11-15,3156.62,3162.53,3055.04,3078.04,54563320
2006-11-16,3079.57,3127.96,3057.89,3105.94,29769944
2006-11-17,3087.41,3090.98,3051.51,3083,27401656
2006-11-20,3067.98,3090.41,3043.28,3083.01,34178496
2006-11-21,3101.55,3120.85,3097.02,3116.99,24682278
2006-11-22,3146.95,3192.43,3140.01,3174.6,26315208
2006-11-23,3165.62,3184.72,3160.7,3166.47,18695968
2006-11-24,3167.22,3168.56,3136.2,3151.59,16779328
2006-11-27,3159.44,3176.8,3134.79,3136.38,20463448
2006-11-28,3105.05,3134.15,3099.69,3126.33,20622132
2006-11-29,3146.62,3198.24,3142.38,3198.2,18956868
2006-11-30,3209.15,3212.19,3152.46,3174.11,16686130
2006-12-01,3205.02,3230.17,3188.19,3189.11,15702040
2006-12-04,3206.66,3279.49,3206.3,3279.49,18691380
2006-12-05,3270.09,3356.67,3267.17,3349.77,26345490
2006-12-06,3353.55,3361.85,3316.25,3329.24,26098100
2006-12-07,3340.05,3377.06,3331.45,3361.09,26100388
2006-12-08,3337.33,3349.72,3319.64,3346.45,19136930
2006-12-11,3358.42,3358.92,3328.07,3343.55,15947843
2006-12-12,3345.77,3350.94,3312.07,3320.73,15042844
2006-12-13,3315.87,3365.8,3315.87,3327.46,22914820
2006-12-14,3336.87,3351.58,3320.51,3351.58,36364796
2006-12-15,3365.66,3370.51,3267.93,3364.17,56851880
2006-12-18,3366.14,3383.63,3337.8,3383.63,18298284
2006-12-19,3351.01,3351.58,3277.48,3277.48,47371656
2006-12-20,3318.11,3327.36,3234.07,3258.27,27607048
2006-12-21,3251.26,3277.84,3240.33,3263.8,21874788
2006-12-22,3269.33,3272.79,3209.95,3209.95,24587036
2006-12-27,3250.13,3279.05,3242.21,3279.05,14800194
2006-12-28,3288.21,3296.5,3238.15,3261.65,26722612
2006-12-29,3259.47,3263.49,3217.9,3241.28,27749152
2007-01-02,3244.13,3307.69,3244.13,3302.7,26027084
2007-01-03,3292.41,3313.07,3280.97,3297.87,17815784
2007-01-04,3242.04,3247.11,3217.37,3232.68,19233714
2007-01-05,3216.24,3225.98,3148.62,3159.06,35440708
2007-01-08,3129.55,3171.17,3102.18,3154.58,20263560
2007-01-09,3176.12,3195.61,3147.4,3155.41,21695212
2007-01-10,3135.01,3155.16,3096.94,3106.31,18925580
2007-01-11,3158.2,3197.77,3144.94,3196.69,28247384
2007-01-12,3196.9,3223.14,3185.8,3219.07,21450942
2007-01-15,3241.11,3291.98,3240.94,3291.64,21464056
2007-01-16,3265.54,3295.97,3243.94,3286.53,25083320
2007-01-17,3283.73,3290.79,3251.21,3277.9,19407886
2007-01-18,3325.85,3423.7,3323.89,3391.62,48224152
2007-01-19,3372.15,3415.71,3366.92,3411.4,31545496
2007-01-22,3441.08,3472.52,3370.06,3370.06,17536312
2007-01-23,3366.39,3391.5,3343.99,3385.7,17269604
2007-01-24,3419.35,3430.27,3373.25,3378.99,26319074
2007-01-25,3394.81,3437.44,3345.02,3353.13,55111168
2007-01-26,3314.88,3375.18,3304.47,3359.2,31100492
2007-01-29,3370.28,3396.11,3365.38,3378.2,19129828
2007-01-30,3377.54,3382.02,3343.5,3378.22,23574150
2007-01-31,3393.65,3436.17,3390.2,3436.17,35475980
2007-02-01,3472.6,3513.49,3459.12,3501.56,37022940
2007-02-02,3502.71,3510.82,3475.27,3476.04,24841588
2007-02-05,3478.87,3489.27,3466.51,3479.97,20765524
2007-02-06,3487.46,3507.13,3463.42,3463.73,22807900
2007-02-07,3474.65,3477.82,3438.87,3463.36,35280192
2007-02-08,3428.62,3438.14,3354.34,3360.87,29865336
2007-02-09,3365.72,3384.77,3356.56,3371.39,14636002
2007-02-12,3338.38,3344.92,3299.44,3299.44,23364546
2007-02-13,3315.78,3375.67,3309.47,3366.57,13522494
2007-02-14,3403.78,3405.04,3352.73,3372.81,14477497
2007-02-15,3398.03,3399.57,3331.57,3347.46,16180151
2007-02-16,3348.93,3349.88,3321.02,3328.8,11969207
2007-02-19,3347.17,3398.14,3338.79,3385.18,18493972
2007-02-20,3396.08,3397.2,3341.03,3347.02,15189741
2007-02-21,3381.06,3414.11,3371.91,3388.11,61525980
2007-02-22,3431.79,3472.46,3418.82,3461.81,62103540
2007-02-23,3450.23,3478.57,3428.85,3461.77,21250116
2007-02-26,3490.89,3491.55,3422.62,3434.17,27253244
2007-02-27,3382.56,3383.76,3260.99,3280.72,56678952
2007-02-28,3207.12,3247.28,3195.48,3198.36,52519380
2007-03-01,3229.02,3250.05,3137.33,3170.46,52597804
2007-03-02,3195.46,3204.52,3155.44,3198.49,23679100
2007-03-05,3109.44,3140.42,3074.22,3136.68,31883408
2007-03-06,3172.21,3182.77,3135.94,3160.25,24053612
2007-03-07,3172.05,3202.47,3131.22,3131.22,20956436
2007-03-08,3187.62,3244.84,3181.46,3244.72,19646788
2007-03-09,3232.95,3283.62,3208.57,3225.84,27010492
2007-03-12,3263.13,3287.57,3228.41,3230.1,50606176
2007-03-13,3229.69,3257.03,3173.78,3205.91,23381226
2007-03-14,3110.96,3233.45,3105.23,3233.45,27571588
2007-03-15,3223.52,3253.03,3221.26,3243.91,31328696
2007-03-16,3240.81,3298.77,3227.59,3270.06,33827036
2007-03-19,3291.66,3331.34,3287.95,3331.34,16148145
2007-03-20,3324.06,3324.06,3290,3316.59,20835602
2007-03-21,3319.63,3365.42,3316.39,3356.37,24893910
2007-03-22,3417.82,3461.15,3417.4,3423.84,41629140
2007-03-23,3418.99,3464.56,3409.54,3464.56,29179328
2007-03-26,3468.58,3485.03,3417.71,3417.71,20946152
2007-03-27,3466.44,3475.43,3425.1,3433.07,16306639
2007-03-28,3421.52,3427.38,3386.66,3395.61,25047356
2007-03-29,3405.25,3475.46,3395.97,3463.81,22112810
2007-03-30,3486.94,3505.6,3458.53,3472.87,20655032
2007-04-02,3442.67,3450.78,3414.8,3419.4,16559957
2007-04-03,3457.12,3475.73,3436.57,3473.9,14926349
2007-04-04,3500.81,3519.64,3474.54,3483.97,18895508
2007-04-05,3492.63,3502.1,3472.21,3497.82,15708175
2007-04-10,3506.47,3539.49,3499.58,3537.38,31828830
2007-04-11,3514.21,3581.97,3511.1,3558.36,23735186
2007-04-12,3547.12,3577.2,3511.64,3522.04,32112888
2007-04-13,3566.2,3573.81,3540.33,3541.33,18353828
2007-04-16,3603.62,3604.45,3559.9,3589.51,26843608
2007-04-17,3567.82,3571.17,3547.26,3571.17,21764320
2007-04-18,3591.63,3625.72,3554.26,3575.85,40344632
2007-04-19,3525.78,3554.06,3516.51,3538.38,21750232
2007-04-20,3567.12,3605.35,3561.65,3600.22,24968132
2007-04-23,3619.6,3622.76,3578.97,3589.67,22000644
2007-04-24,3603.28,3605.6,3545.99,3545.99,24264456
2007-04-25,3545.03,3552.88,3515.87,3528.56,23700606
2007-04-26,3567.68,3573.42,3516.73,3520.27,18802238
2007-04-27,3521.21,3525.26,3498.39,3522.02,14637621
2007-04-30,3520.67,3547.15,3512.47,3541.98,7788005
2007-05-02,3569.89,3571.89,3551.48,3562.95,16860124
2007-05-04,3594.32,3647.62,3594.32,3647.62,21908992
2007-05-07,3642.68,3662.82,3630.26,3630.26,15541113
2007-05-08,3636.43,3638,3552.27,3552.27,19381644
2007-05-09,3572.35,3593.29,3552.43,3560.22,14668847
2007-05-10,3561.84,3570.89,3490.61,3510.5,14778457
2007-05-11,3474.6,3524.38,3441.08,3520.9,23908168
2007-05-14,3541.63,3564.44,3522.68,3537.98,20895628
2007-05-15,3518.01,3520.83,3450.41,3488.4,20477448
2007-05-16,3460.95,3470.15,3436.31,3462.63,33261666
2007-05-17,3471.45,3508.76,3419.25,3432.26,19874972
2007-05-18,3443.05,3469.06,3430.99,3468.46,21030856
2007-05-21,3482.15,3519.65,3476.24,3519.17,19612772
2007-05-22,3566.47,3587.44,3532.14,3583.39,21954168
2007-05-23,3547.65,3549.48,3517.46,3519.3,13827843
2007-05-24,3482.6,3545.42,3468.21,3531.91,16291128
2007-05-25,3515.45,3523.96,3494.69,3506.68,14505055
2007-05-28,3527.36,3552.12,3514.69,3546.36,6715480
2007-05-29,3552.29,3566.58,3523.15,3560.67,12194480
2007-05-30,3523.58,3533.38,3494.76,3532.75,9816461
2007-05-31,3587.92,3621.17,3574.3,3599.99,57053504
2007-06-01,3614.67,3687.78,3610.6,3687.78,19109198
2007-06-04,3676.58,3707.68,3664.85,3696.57,18494604
2007-06-05,3729.49,3739.94,3680.24,3704.91,17349824
2007-06-06,3704.19,3704.19,3619.33,3619.67,19588434
2007-06-08,3579.25,3610.66,3550.7,3597.11,25949656
2007-06-11,3631.93,3664.37,3616.87,3631.71,16686456
2007-06-12,3625.77,3643.05,3588.86,3588.86,18229656
2007-06-13,3589.22,3647.08,3578.68,3639.37,16803782
2007-06-14,3673.49,3713.21,3663.54,3694.19,25154058
2007-06-15,3715.14,3785.05,3714.7,3764.07,31369824
2007-06-18,3765.27,3796.57,3744.96,3744.96,10265413
2007-06-19,3757.01,3762.61,3718.26,3737.3,13884672
2007-06-20,3754.01,3776.57,3679.2,3679.2,18396152
2007-06-21,3655.69,3681.3,3629.04,3637.53,14278801
2007-06-22,3650.17,3690.04,3650.17,3690.04,14194958
2007-06-25,3675.03,3688.06,3638.89,3688.06,12844720
2007-06-26,3673.55,3744.91,3666.02,3744.91,21577016
2007-06-27,3706.76,3731.33,3670.27,3670.27,22222832
2007-06-28,3709.75,3738.26,3699.94,3738.26,32886658
2007-06-29,3734.76,3736.04,3699.51,3708.69,20545942
2007-07-02,3702.36,3708.69,3653.2,3699.95,10927675
2007-07-03,3727.13,3784.01,3725.55,3770.51,13738294
2007-07-04,3774.69,3802.52,3769.55,3792.58,15704825
2007-07-05,3786.61,3799.8,3759.98,3782.28,11180950
2007-07-06,3787.58,3847.11,3787.58,3847.11,22552668
2007-07-09,3843.61,3866.36,3818.91,3828.75,26894788
2007-07-10,3808.36,3808.36,3739.38,3760.87,16910388
2007-07-11,3756.39,3784.41,3729.65,3772.77,12225197
2007-07-12,3786.22,3797,3741.25,3778.16,18639840
2007-07-13,3826.14,3838.14,3785.64,3794.29,19504116
2007-07-16,3806.34,3821.59,3745.51,3776.22,15679265
2007-07-17,3754.77,3781.53,3715.48,3759.74,16314914
2007-07-18,3749.1,3759.8,3718.43,3742.63,15477317
2007-07-19,3755.65,3811.27,3752.81,3809.06,17652564
2007-07-20,3811.99,3825.45,3767.73,3773.63,16609409
2007-07-23,3772.08,3838.13,3764.99,3838.13,18448452
2007-07-24,3816.83,3836.2,3791.36,3793.35,19324336
2007-07-25,3756.37,3794.19,3714.64,3781.37,21181300
2007-07-26,3781.84,3801.82,3658.21,3675.08,21588496
2007-07-27,3627.95,3681.66,3599.43,3647.55,28817816
2007-07-30,3663.92,3681.29,3624.89,3635.51,14286298
2007-07-31,3664.32,3689.77,3664.32,3684.98,21268184
2007-08-01,3607.18,3622.59,3587.05,3621.39,16751663
2007-08-02,3653.41,3673.57,3615.45,3626.71,18569328
2007-08-03,3646.71,3656.3,3572.89,3575.54,14157608
2007-08-06,3524.87,3563.29,3499.12,3537.71,10823457
2007-08-07,3580.84,3606.84,3570.54,3578.67,17531074
2007-08-08,3584.23,3603.5,3548.53,3576.91,20803068
2007-08-09,3585.3,3592.33,3483.36,3517,17139372
2007-08-10,3419.44,3472.06,3403.9,3414.29,23865460
2007-08-13,3441.57,3514.22,3441.57,3510.07,25013820
2007-08-14,3483.96,3497.49,3462.76,3471.01,42939960
2007-08-16,3348.75,3377.5,3246.73,3285.07,61289168
2007-08-17,3265.85,3366.7,3204.37,3337.58,38118576
2007-08-20,3377.59,3402.19,3334.71,3346.55,17543688
2007-08-21,3339.16,3364.54,3280.13,3317.1,22239056
2007-08-22,3363.22,3485.31,3348.86,3468.29,30314424
2007-08-23,3532,3540.2,3480.73,3490.96,29585658
2007-08-24,3467.23,3555.67,3458.44,3553.46,16426612
2007-08-27,3577.87,3589.86,3519.07,3519.07,19338632
2007-08-28,3496.67,3530.44,3466.24,3466.24,30516026
2007-08-29,3419.13,3524.26,3416.35,3524.26,20579088
2007-08-30,3555.03,3557.39,3436.32,3450,75219400
2007-08-31,3511.16,3566.81,3496.51,3553.08,28787118
2007-09-03,3553.27,3579.27,3538.49,3564.77,18134164
2007-09-04,3557.24,3593.17,3535.12,3593.17,29369178
2007-09-05,3593.03,3602.41,3519.56,3520.04,58288468
2007-09-06,3544.64,3569.73,3490.65,3490.65,29431500
2007-09-07,3502.5,3547.85,3430.66,3458.43,22918980
2007-09-10,3417.22,3450.43,3395.94,3395.94,11074059
2007-09-11,3412.97,3455.53,3410.58,3423.79,11584206
2007-09-12,3445.2,3520.65,3443.31,3520.65,11025615
2007-09-13,3504.7,3593.92,3487.79,3586.26,21653688
2007-09-14,3602.13,3605.24,3536.05,3564.19,20222566
2007-09-17,3553.91,3570.3,3530.26,3566.63,9285999
2007-09-18,3555.82,3613.92,3555.82,3609.25,9334176
2007-09-19,3719.43,3752.68,3699.62,3750.76,32914154
2007-09-20,3743.27,3756.7,3722.03,3752.63,12283733
2007-09-21,3753.4,3778.39,3685.93,3724.43,42020000
2007-09-24,3729.61,3732.46,3660.47,3662.63,10979619
2007-09-25,3660.27,3676.37,3613.77,3634.11,13542830
2007-09-26,3651.57,3673.82,3627.17,3646.08,15266089
2007-09-27,3689.14,3713.31,3626.36,3626.36,19258972
2007-09-28,3634.81,3658.69,3584.04,3584.74,14349534
2007-10-01,3586.73,3609.98,3543.35,3607.67,17420740
2007-10-02,3654.71,3713.01,3649.44,3691.82,18219108
2007-10-03,3693.99,3703.06,3655.16,3664.94,13779063
2007-10-04,3657.85,3693.24,3639.61,3663.87,13803122
2007-10-05,3678.65,3707.87,3661.92,3688.19,53500420
2007-10-08,3711.56,3711.56,3672.81,3695,41918107
2007-10-09,3688.18,3818.53,3683.57,3804.71,47779848
2007-10-10,3826.89,3827.82,3780.73,3780.73,36406962
2007-10-11,3810.16,3861.36,3804.67,3857.38,34468275
2007-10-12,3816.37,3834.42,3800.48,3826.99,25490632
2007-10-15,3848.74,3862.24,3839.86,3852.4,22708767
2007-10-16,3810.64,3811.01,3777.04,3779.99,16833315
